####################################################################################################
Online Supporting Information S2. 

The input maximum signal dataset including the maximum signals of Chip-seq and DNase-seq in 5000 DNase I hypersensitive sites. 

#####################################################################################################

Chr	start	end	dnase1sig	H3k9me3	H3k27ac	H3k4me3	H3k4me1	H3k4me2	H3k27me3	H3k36me3	H3k9ac	H4k20me1	H3k79me2	BRCA1	BACH1	CEBPB	CHD1	CHD2	CJUN	CTCF	GTF2F1	CMYC	CTBP2	JUND	MXI1	MAX	MAFK	RFX5	RAD21	NRF1	SUZ12	SIN3A	TBP	ZNF143	USF2	ZNF274
chr21	45868517	45869048	0.046	4	3.16	3	5.88	3.76	2	5	3.72	10.88	3	4	8	6	10	8	7	7	9	6	7	10	6	8.3	4	4	4	10	2.8	5	5	7	8	4
chr3	48544812	48545468	0.317	2.12	12	3	20.96	10	1	2.72	21.24	5	7	22	126	14	11	29	26	331.24	29	31	22	98	29	42.8	63	14	423	10	6.4	60	31	64	34	4
chr21	47734321	47734956	0.094	6.76	8.8	1	4	4	2	6.52	6	11.48	4	9	8	6	4	12	6	54.48	7	6	8	12	8	1.4	11	10	29	6	6.4	14	7	24	9	2
chr11	85374863	85376462	0.288	8	79.88	98.96	11.6	74.04	3	3.6	174.64	26.52	189.04	163	133	21	28	345	17	73.88	47	36	22	53	36	11.1	244	17	59	17	7.3	105	133	36	19	4
chr16	66967684	66970030	0.295	6	11.6	72.96	24.32	113	35.2	5	40.72	11.76	17.92	30	35	15	16	48	11	9.84	26	22	13	25	27	9.7	12	12	10	13	5.7	70	36	20	21	8
chr10	135256815	135257086	0.038	39.16	2.2	1	2	2	4	6	4	4	6.96	7	6	3	2	5	1	10	5	2	1	3	9	1.8	2	5	4	2	12.8	5	3	9	6	3
chr17	72342924	72343332	0.049	7	7	1	3	3	6	3	7.8	6	2	7	6	9	5	6	4	14.56	6	11	2	5	7	1.6	7	4	19	5	3.7	7	6	11	6	3
chr1	43959804	43960155	0.089	3.92	15	4.96	16.04	40.6	1	3	16.52	2.44	5.24	14	10	17	17	20	12	6	17	15	9	17	14	8.4	25	17	14	13	2.8	23	37	26	13	6
chr6	32977158	32977714	0.2	8	29	61.16	11	105.64	4	1.6	53.32	3	6.24	17	15	10	21	35	17	9.44	13	20	15	15	18	15.2	14	2578	19	13	2.8	29	38	40	17	4
chr6	90021348	90021870	0.122	4.24	12.56	3	15.72	13.4	3.2	4	10	4	7	23	23	17	21	37	18	396.24	24	29	16	36	22	22.1	16	21	478	14	5.5	40	44	81	18	5
chr2	205912237	205912473	0.059	4	2	3.48	3	16.36	5.68	3	1	3.24	4.56	25	23	23	13	45	18	41.68	14	19	26	32	19	27.6	24	10	44	13	2.8	19	18	35	26	4
chr1	213102431	213102666	0.044	10.16	10.72	3.76	18.48	37.84	1	4	5	1.08	2	14	25	9	13	17	14	4.68	18	18	20	19	22	11.1	17	12	14	15	3.7	59	31	19	10	3
chr4	1614014	1614233	0.047	5.32	5.48	4	3	2.28	4	2.88	2.32	3.56	5	8	3	3	6	5	3	1	3	4	4	6	4	1.4	7	5	2	5	6.4	3	2	3	8	4
chr20	37590599	37591350	0.338	5.2	84.2	126.2	5.36	94	4	5.08	198.44	9.28	42.04	23	32	21	60	53	16	19.76	45	46	12	22	34	48.4	14	21	21	21	5.5	81	121	20	718	5
chr19	6457823	6458455	0.068	9	7.04	4	11.68	11.96	2.24	6.72	13	6	5	6	9	6	6	10	14	3	7	5	8	46	10	2.8	5	7	6	7	3.7	12	4	9	12	3
chr22	43551717	43552227	0.054	5.12	9.6	1.64	7	4	4.92	2	4.64	5.96	4.28	5	30	10	5	6	9	4	6	9	8	14	7	1.4	17	7	3	7	5.5	8	4	12	12	2
chr15	66373355	66373739	0.095	1	7	2	15.04	2	1.76	1	4	8.52	2	14	8	10	9	15	12	140.28	13	12	14	10	13	5.5	11	7	68	13	7.3	15	17	38	11	3
chr19	12474179	12474789	0.041	13.48	4	2	7	4	4.44	4	2	4	7.24	5	9	9	7	7	4	3	6	8	5	6	8	2.8	8	5	3	6	5.5	9	4	9	8	2
chr7	106684441	106686071	0.767	8.24	9.64	55	15	115.2	3.32	7	29.36	9.72	21.12	15	17	14	17	18	10	17.2	17	16	22	17	64	27.6	13	9	19	18	4.6	133	21	23	259	5
chr12	6302896	6303520	0.199	4.52	12	3	22.84	9.56	4	3	14.36	7	3	12	13	33	8	15	11	43.28	13	11	18	30	13	6.9	13	15	24	9	3.7	35	22	24	12	4
chr2	233157328	233157828	0.07	6	13.92	4	26.76	22.76	6	2.72	5.84	8	10	20	19	16	12	24	21	319.56	19	18	18	17	14	6.9	11	17	110	11	5.5	23	21	80	18	4
chr1	11865340	11866663	0.425	4	48	60.96	9.84	86.12	2	5	60.36	6.16	52.52	28	119	17	14	41	20	5.52	33	30	19	86	32	116.1	21	17	13	31	2.8	198	96	31	2123	4
chr17	76704606	76704953	0.1	4.76	1.8	1.96	7	3.2	3	4.6	4.56	7.76	11.84	28	16	14	15	29	19	355.08	16	22	17	36	32	13.8	22	13	666	18	7.3	28	19	62	25	4
chr1	41823721	41824185	0.079	1	5.92	3	17.84	26.76	9	4	4.04	3	4	9	7	8	5	13	5	9.36	14	10	19	13	14	5.5	4	12	22	6	4.6	20	11	15	11	2
chr7	468807	470369	0.079	4.64	8.48	3	7	3.88	4	4	11	7	7	7	9	5	6	10	9	2.24	5	7	7	6	9	6.9	8	7	7	10	5.5	10	8	9	11	3
chr19	42625477	42627175	0.148	6	8.92	4	27.84	12	5.52	5	6	4.64	6.52	8	12	8	11	12	7	32.08	8	10	15	22	10	8.3	8	8	12	7	3.7	38	11	20	9	4
chr1	18561255	18561622	0.112	8	8.92	3	7.28	4.52	1	5	6	8	8.48	23	16	16	13	25	12	338.32	14	16	10	39	26	8.3	18	20	111	11	5.5	37	25	95	17	4
chr20	61562916	61563159	0.051	7	12.72	6	15.72	10.04	1	2.36	9	20.48	135.96	9	8	6	8	13	8	5	8	9	9	10	13	6.9	8	8	6	10	4.6	14	6	15	11	5
chr17	14212102	14213171	0.71	5.52	41.48	47.36	13.64	114.56	3	3	30.2	4	40.12	11	25	13	17	56	12	12	22	42	23	27	60	35.9	10	15	24	13	4.6	99	110	23	271	4
chr10	82315240	82315385	0.039	5	3	3	6.88	6.84	5	2.88	10.08	5.48	2	6	16	6	4	11	10	1	8	11	10	12	8	4.1	2	4	7	9	3.7	6	6	12	6	6
chr17	53434110	53434447	0.079	3	5.2	4	18.08	22	2	7.96	9.28	7	5	17	24	18	13	22	24	283.72	17	18	4	39	26	12.4	21	20	266	13	3.7	54	10	61	14	2
chr17	15786	16228	0.044	7	6.84	2.08	3	2	2	3	3	8.72	3	3	6	6	7	5	5	3.56	4	3	6	7	7	1.4	3	3	3	7	5.5	6	5	15	4	1
chr22	23789789	23790727	0.059	7.12	4.68	2	4	5.88	4.72	2	4.96	8.28	2.52	3	4	2	5	4	2	4	5	4	4	3	3	0	1	3	3	2	5.3	7	3	5	7	1
chr5	150911452	150911647	0.043	5	5	2	4	1	3.56	1	4	2.32	2.56	7	6	3	7	5	4	7	3	9	8	5	5	1.4	1	9	8	6	4.6	8	6	6	9	1
chr18	75834562	75834817	0.044	4.08	6.84	2.24	11.08	16	3	3	14.48	8	1.24	11	7	11	11	7	6	39.68	6	11	9	11	5	4.1	10	5	56	8	1.8	13	16	15	7	3
chr6	10395971	10396794	0.139	6.8	5.48	5.08	21.12	30	36.76	2	6	15.6	6	12	11	11	11	12	9	6	11	11	5	17	11	9.7	8	13	8	10	7.3	17	9	13	13	2
chr17	77761837	77761973	0.037	1	1	2	11.32	7	12.68	6.4	7	13.12	6.76	13	6	7	8	8	10	1	7	5	1	9	7	1.4	3	8	5	12	3.7	5	7	8	6	5
chr1	52607314	52608702	0.445	3.6	26.6	78.2	6.8	115.28	3.72	5	89.64	6	26.68	14	28	27	31	19	13	174.72	21	23	19	29	34	9.7	19	20	93	17	6.4	50	65	64	24	4
chr17	35169877	35170485	0.076	5.4	14	5.52	23.88	24.52	6.4	1.72	13.84	9	6	9	9	9	8	6	9	5	8	13	11	8	9	5.5	7	8	12	3	5.5	17	15	15	10	5
chr2	154727726	154729292	0.272	3.88	17	55.72	9	71.96	27.28	3	28.92	9.04	12.76	96	13	23	20	269	15	34	23	19	30	17	23	6.9	13	16	59	20	7.3	40	59	48	20	3
chr4	71553576	71554303	0.094	2	49.08	59.04	5.52	86.88	1	3.8	96.96	4	14.96	59	47	26	32	92	30	347.24	69	61	22	69	75	67.7	19	38	84	16	7.3	113	184	191	46	2
chr7	75902077	75903030	0.113	6	6	8	23.76	33.2	6.36	5	9.16	4	6.52	9	13	9	12	18	14	4.8	12	16	17	12	15	5.5	16	15	8	10	3.7	15	14	11	13	6
chr17	3833263	3834006	0.061	2.76	5	2	4	2	3	3	5.16	2	3	5	7	5	6	6	3	6.84	6	3	8	4	7	1.4	4	3	4	6	6.4	8	3	6	11	2
chr1	1917726	1918973	0.195	5	11	4.68	19.44	2	2.04	5	8	7	3	9	9	8	6	10	7	4.24	9	12	8	5	9	6.9	4	6	8	7	3.7	9	14	11	12	4
chr22	37883618	37884001	0.093	3.88	5.92	2	12.72	9.24	1	1	6	2	6	9	16	8	3	6	6	4	7	13	8	6	16	6.9	7	6	4	6	2.8	17	5	12	12	3
chr4	2365765	2366131	0.041	2.36	5.84	2.44	2	2	5.68	4.76	4.92	5.56	4	6	6	8	8	8	2	3.84	3	6	6	5	6	1.4	3	4	1	5	4.6	6	2	11	8	1
chr1	162530640	162532005	0.441	7	21.96	51.04	11.16	94.16	6	3	57.92	7.32	14.84	16	35	12	19	18	16	5	25	18	17	19	21	8.3	11	18	17	40	4.6	32	178	18	19	4
chr8	143875542	143878125	0.06	22.96	8	3	4	4	6.8	4	9	5	6.8	4	5	4	7	6	5	5	7	7	6	5	9	4.1	7	6	5	6	5.5	9	7	9	9	5
chr22	19632977	19633225	0.05	2	2.48	5	4.56	2	1.56	2	5	4	4	10	9	14	10	15	8	103.08	7	8	11	10	16	11.1	10	7	29	6	1.8	13	6	22	9	2
chr8	142193515	142194212	0.123	5	10.04	4	8	5	2	3	9	5.16	5	13	12	10	9	18	12	147.48	13	18	11	18	16	6.9	15	8	81	10	5.5	24	15	52	13	2
chr5	147777441	147777797	0.106	4.52	20.48	5	7.56	12.08	4	2	12	3.92	8	41	21	672	23	36	42	11.24	15	77	6	60	15	27.6	14	14	30	15	1.8	40	31	27	26	1
chr3	55033315	55033441	0.039	3	11.76	1	14.32	13.44	0.4	1	8.12	5.16	2	18	22	22	11	30	16	72.84	15	20	19	56	14	19.3	27	13	69	12	1.8	16	12	41	14	3
chr19	1481149	1484244	0.211	3	4	2	8.68	4	4	5	4	8	5	9	7	6	9	6	5	18.56	6	5	13	9	13	1.5	7	5	10	5	7.3	14	5	14	11	4
chr11	15929359	15929605	0.05	7.32	4.6	3	10.36	5	2	1.84	7	1.8	4.48	6	12	4	11	8	7	5	8	7	3	6	4	4.1	3	7	8	8	6.4	8	7	7	10	2
chr20	35463770	35464654	0.49	4	20.8	12	16.36	30.48	2	5	11.2	2.44	4	5	23	13	7	33	22	6.92	18	23	12	46	18	19.3	6	8	13	11	3.7	32	23	22	17	5
chr11	58830154	58831456	0.072	10	9	9.72	7.64	21.92	10.92	4	7	5	3.84	12	6	5	7	9	6	5	9	9	9	13	9	15.4	7	9	6	5	4.2	8	6	9	10	3
chr7	157780803	157781532	0.041	8.76	7	3	9.08	5	3	5	7	5.56	3	8	8	5	7	8	7	6.72	7	5	8	5	10	4.1	5	6	6	6	5.5	10	4	9	14	5
chr19	10505475	10506092	0.076	12.16	5.84	1	2	1	3	17.4	3	9.64	6	6	9	4	6	7	2	26.6	7	7	8	5	10	5.8	2	5	6	8	7.6	17	6	10	5	5
chr1	46086278	46087639	0.061	10.52	14.68	4	6	6	3	13.12	6	12.76	7	9	8	8	8	12	6	7	6	8	8	10	8	2.8	10	6	8	5	9.2	11	8	12	15	5
chr16	373859	375375	0.181	7	12.12	3	21.04	11	2	6.88	10	20	35.68	11	11	10	8	11	7	21.56	8	9	9	10	16	6.9	10	12	11	14	10.1	15	7	14	17	4
chr21	35265146	35265516	0.112	3	2.96	4	8	9	2	2.72	7.88	4	6	16	18	13	15	31	12	152.52	24	41	28	24	34	82.9	17	24	148	12	3.7	37	28	63	14	5
chr7	27088003	27088454	0.113	9.76	3.16	2	6	5.8	1	3	8.32	6	6.28	9	8	8	9	10	6	62.6	8	7	6	9	11	2.8	4	9	41	7	3.7	15	10	28	10	3
chr2	62695164	62695372	0.038	8	8.52	4	13.48	18.4	2.32	4	9	0.56	8.76	3	18	9	7	8	12	35.52	12	10	17	12	11	5.5	7	9	26	7	0	13	11	15	16	2
chr12	52625641	52625773	0.036	5.04	12.08	3	10.68	4	18.28	2	6	1	2.12	6	2	3	8	7	2	3	8	8	6	5	7	2.8	4	8	3	4	2.8	9	1	14	11	4
chr19	2546071	2547113	0.204	1	14.96	1	16.08	11.76	3	4.76	14.96	5	4.52	9	15	7	8	8	10	5.68	12	8	9	15	10	5.5	7	6	10	13	6.4	18	12	16	22	3
chr2	162276901	162277310	0.061	10.16	2	2.76	6.88	6	123.2	2	3	8.84	6	8	11	4	9	8	16	5.4	7	9	15	7	6	4.4	10	8	6	11	9.2	13	7	6	8	3
chr22	22042074	22042394	0.044	2	9	0.8	4	2	2	6	4	10	4.6	7	7	5	5	4	4	3	6	4	8	4	4	1.4	2	8	5	4	8.3	4	6	2	8	1
chr21	31781105	31781500	0.079	5	9.64	6.92	17.76	43.32	2	1	8	4	3	23	12	22	12	47	12	270.24	20	21	26	36	26	35.9	20	21	155	18	3.7	50	40	103	24	2
chr21	43545765	43546450	0.061	6	6	5.44	8	8	3.68	1	7.52	6.32	2.8	13	21	6	11	11	10	86.84	10	6	6	29	17	5.5	14	8	42	5	5.5	18	11	26	12	2
chr2	26949445	26949946	0.051	3	2	3	7	5.84	2.2	4	4	8	3	5	5	7	10	6	5	4	4	5	1	8	6	2.8	3	7	3	6	2.8	6	8	4	5	3
chr3	132440614	132442159	0.591	6	25.92	72.4	9	80.16	3.88	3	43.2	5	4.32	25	54	32	16	28	10	49.88	16	17	14	19	21	9.7	18	15	16	11	2.8	62	39	30	21	6
chr17	72840383	72840794	0.049	5.24	5	2.12	3	1	31.24	2	4.2	10	3.68	3	7	2	6	4	3	6.12	5	2	2	3	6	4.1	3	4	3	9	8.6	6	5	3	5	3
chr22	45607984	45608624	0.094	2.8	9.44	4	25.64	17.64	3	6.44	13.92	7	10.64	9	27	8	8	12	15	6.52	10	14	6	9	7	5.5	23	10	8	9	4.6	20	19	17	14	2
chr3	53838933	53839305	0.062	8.6	3	4	11.88	4.84	5	1.88	4	4	6.4	8	10	5	6	9	12	4.08	7	7	9	33	13	5.5	6	6	7	7	4.6	10	7	11	9	4
chr20	55199475	55202820	0.391	8.08	10	23.8	31.24	78.2	119.36	6.2	20	18.4	10.08	31	44	10	16	59	19	145.24	15	17	29	43	20	18	10	12	62	11	14.7	34	16	46	13	5
chr12	7058415	7058620	0.045	4.8	7.24	3	4	10.88	2	3	10.4	3	6	5	9	6	7	8	11	55.52	8	10	10	8	9	9.7	3	7	12	6	4.6	21	11	16	5	3
chr3	113417764	113418132	0.076	6	8	19.8	12.56	47.08	6.2	3	13.36	3.56	7.2	5	13	8	8	9	9	3	8	12	18	17	10	5.7	5	11	11	13	2.8	25	16	11	20	2
chr2	97508285	97508513	0.038	2	10.92	2	7.36	4	2	2	6.84	9	6.96	8	5	6	10	15	2	3	4	4	6	3	8	5.5	5	4	4	5	4.6	11	6	9	12	4
chr3	53270119	53270719	0.112	4	25.64	3	17	5.68	2.84	26.64	12.48	21.44	18.32	9	205	6	6	14	6	5.36	8	7	13	23	19	11.1	129	9	6	12	8.3	28	9	12	15	2
chr13	24912924	24915289	0.07	13.88	8	2	3	6	2.88	4	5	5.44	4.76	5	7	3	6	8	12	4.96	8	8	8	4	8	5.6	6	8	5	7	7	10	8	10	6	1
chr2	241587017	241587176	0.037	3.16	3	1.44	6	4.08	4	1	4.72	4	4.96	5	2	4	5	7	6	1.24	6	9	3	5	8	1.4	2	5	3	1	5.5	4	5	4	8	3
chr11	131852006	131852380	0.085	5.16	24.28	10.64	16.84	68.36	1	2	13.28	4	3	14	12	29	34	27	14	6	21	12	12	29	18	11.1	14	17	14	11	1.8	25	24	35	15	2
chr7	65669744	65670989	0.629	6	27.72	85.6	11.12	85.56	5.88	2	86.64	8	16.6	23	26	19	18	99	28	142.36	36	24	21	28	56	15.2	26	37	113	21	3.7	100	173	36	36	2
chr19	14897120	14897641	0.126	8	7.28	8.36	23.4	34.32	2	4	13.04	5	3	16	15	24	12	24	11	213.32	19	19	18	26	19	18.1	13	9	323	10	3.5	25	15	49	17	4
chr5	86224995	86225211	0.045	3	3.08	6.44	9	23.56	1	2.84	1	8.76	4.6	13	29	29	9	47	29	1.96	10	23	20	47	16	23.5	37	19	18	10	4.6	16	16	21	17	2
chr16	88876770	88879224	0.616	7.8	75.32	61.64	18.88	114.2	3	10.68	91.44	22.96	51.24	16	84	77	22	31	14	81.6	24	72	18	18	49	26.3	78	17	105	132	7.3	71	68	50	89	4
chr8	41783373	41783592	0.052	6	9.52	1	8.88	8	3	3	3	6	2	11	15	13	8	10	6	4	7	14	12	7	14	11.1	13	10	12	11	1.8	16	14	12	11	4
chr17	38256549	38257401	0.218	6.8	16.84	52.16	25.56	144.8	44	5	38.08	4	8.6	17	36	17	12	49	18	9	34	106	18	33	54	200.3	22	15	16	385	8.3	82	42	421	249	5
chr12	111296579	111297011	0.088	3.92	5.88	4	14.36	6	3	7	12.88	11.72	3.44	7	12	9	5	14	8	44.56	11	7	6	18	6	4.1	6	7	16	10	3.7	11	9	20	14	3
chr1	54705005	54705666	0.069	1	8	1	4	2	3	9.92	3	6	6.84	9	9	4	6	7	7	4	7	9	4	3	9	4.8	5	8	7	8	3.7	8	5	10	6	3
chr17	26086955	26087742	0.139	4	5	2	7.96	5	4	5.04	5.72	9	3	16	18	10	9	26	18	235.36	22	19	13	22	17	10.8	12	18	180	14	5.9	13	10	82	20	2
chr15	93351765	93353243	0.414	6	200.04	45.96	18.12	125.76	3	3	266.64	4.04	7.32	35	29	22	76	55	31	313.84	44	204	25	50	57	60.8	65	35	210	21	4.5	116	173	106	126	4
chr13	100339150	100339474	0.066	4	49.96	9.4	18.72	50.56	2	6	22.08	2	3	27	19	53	21	44	31	9.24	39	33	21	43	16	22.1	30	23	33	12	4.6	44	74	36	13	14
chr1	30447273	30447567	0.051	2	37.08	3.76	23.76	20.32	3	2	7.56	1	5.84	11	122	27	7	28	162	3	10	11	5	254	14	18	97	18	14	10	4.6	35	18	12	20	2
chr19	1744341	1756659	0.474	9	8	15.92	27.68	59.6	175.96	5.48	8.12	18.12	6	14	23	16	17	31	13	19	14	16	49	38	22	6.9	20	10	22	16	55.9	32	46	39	17	6
chr21	44580702	44582416	0.18	5	10.4	2.8	13.04	5	6.48	4	7	6	4	13	11	9	7	10	11	5	9	7	11	11	8	4.1	9	8	9	6	11.1	12	9	11	11	3
chr14	101153092	101154021	0.154	3.68	7.2	2	6.48	8	1.08	4	5	3	3	9	10	6	6	12	10	12.84	6	6	16	11	8	1.4	7	8	9	6	4.6	11	10	16	6	3
chr1	15850380	15851994	0.479	3	66.28	61.16	9.2	95.72	1	1	94.32	5	11.36	12	17	101	20	19	13	7	29	20	6	51	15	11.1	9	10	14	12	6.4	47	79	26	18	2
chr2	131850323	131851538	0.572	3	117.52	60.56	3	58.56	2.64	1	196.56	5	62.76	17	28	13	23	20	11	11.84	39	28	14	29	30	30.4	15	12	12	31	3.7	49	79	24	257	2
chr11	13992533	13992865	0.082	5.92	11.84	3	10.8	5.32	2	3	10	4	5.04	7	10	46	8	20	8	154.8	7	9	12	23	14	11.1	10	9	158	12	6.4	11	10	31	17	5
chr7	75698416	75698988	0.199	4	11	5.8	9	11	4.24	5.28	5.16	6.04	3.44	12	15	14	12	22	13	144.76	23	24	10	24	17	5.5	10	16	255	10	5.5	26	22	86	16	2
chr2	10918032	10919154	0.065	5.8	9.64	3	6	2.72	2	13.64	5.72	11.92	4.16	6	10	7	7	5	6	5	7	8	3	9	11	1.4	4	7	7	8	7.3	11	5	6	10	2
chr3	33758369	33758606	0.045	1	9	44.68	13.68	82.4	3.24	3	22.24	11.96	42.08	19	16	14	19	14	14	49.8	13	23	7	10	17	9.7	50	19	154	5	3.7	29	21	25	10	3
chr8	125738868	125741311	0.433	11.28	5.04	33.16	11.48	84.6	35	3	16.76	8.16	7	11	59	14	21	12	14	11	14	13	21	18	16	19.3	9	13	15	20	4.6	36	15	19	16	3
chr17	25981514	25982307	0.204	6	8.48	3	4.52	6	4	2	10.04	5.88	4.84	16	16	15	12	19	12	319.28	19	31	22	27	17	23.5	10	15	137	11	6.7	29	35	76	15	5
chr2	241089324	241090633	0.468	5	5.2	4.88	12.4	17.68	8	5	15	7.56	4	15	15	21	7	17	10	207.52	16	19	15	20	14	12.4	10	13	300	21	7.3	26	16	69	17	3
chr16	85798720	85798939	0.04	3	1	1	7.72	6	3	3	5	6	2	6	9	5	8	7	5	1	2	3	11	9	8	2.8	5	12	8	9	2.8	9	12	11	8	2
chr7	157584015	157586075	0.167	8.28	8.36	4	19.48	8	4.88	5	9	3	4	8	8	7	11	11	12	32	9	9	8	11	13	5.5	4	10	55	8	8.3	11	11	25	12	5
chr1	164290141	164290971	0.204	8.6	3.8	19.12	12.72	60.88	14	2	11	10.28	4	14	23	11	22	16	13	7.72	12	12	20	13	13	6.9	9	11	19	30	2.8	28	55	15	10	3
chr8	140915083	140915507	0.041	7	7	2.04	9.28	5.72	3	2	6	4.88	4	6	11	6	5	12	11	5.64	6	10	4	11	9	2.8	7	8	5	6	4.6	11	7	6	6	5
chr16	53536457	53537900	0.377	1.52	28.28	47.04	13	108.08	1	4.24	35.16	9	7	10	17	132	13	127	13	7	18	27	15	39	33	9.8	10	12	7	229	3.7	90	50	21	16	3
chr6	1552570	1553086	0.145	12.8	3.84	1	4	7	5	2	1	8.52	6	8	8	9	8	14	9	92	11	12	4	11	10	9	38	15	49	7	5	8	6	34	14	5
chr3	10385679	10386897	0.323	7	11.72	2	16.64	14.6	3	5	7	7.16	8	20	11	15	11	23	10	297	18	13	12	24	15	5.5	7	19	385	10	9.2	27	25	58	15	6
chr14	88634881	88635201	0.073	8.72	3.52	1.72	2	2.88	4.04	5	2.08	8	4.32	18	11	17	9	21	12	322.44	15	20	10	29	19	8.3	15	15	232	12	1.8	17	19	122	118	2
chr8	33422485	33422798	0.056	5	10.24	6.16	14.8	16.64	3	3	7.28	10.4	64.8	11	8	10	8	9	10	3	5	9	12	25	8	4.1	7	11	5	4	1.9	16	15	9	11	4
chr6	167818316	167818636	0.041	6.96	7	1	7.36	4	5	3	4	4	3	6	10	4	6	5	3	15.24	11	3	7	7	5	1.4	5	8	14	9	3.7	8	7	8	6	1
chr1	11942131	11942385	0.05	14.4	6	3	4	6	5	5	4	3.88	3.84	11	12	8	9	7	5	19.72	8	5	5	5	13	5.5	5	3	39	7	1.9	12	7	16	9	1
chr2	105735398	105735859	0.124	3	8.2	11.08	6.24	45.24	4	5	8	7.96	5	23	97	10	9	25	10	275.24	11	17	27	19	11	12.4	20	7	86	63	4.6	20	19	52	18	6
chr10	124904098	124910008	0.279	10.8	8.32	21.68	33.48	109.4	164.36	6	17.72	17.56	8	15	31	15	20	17	12	31.08	22	23	30	21	18	55.3	13	16	22	15	41.4	26	26	18	15	6
chr17	80673648	80675370	0.898	4.88	12.96	57.24	9.72	98.52	9.76	4	28.72	7.76	8.4	17	37	13	9	24	17	6	15	21	13	24	59	30.4	14	13	17	10	4.3	98	25	12	20	4
chr21	46946828	46949567	0.526	7.44	11	3	10.56	4	3	16.48	6.36	20.52	10.16	7	12	7	11	26	11	27.96	9	8	14	10	10	11.1	7	13	16	8	14.7	15	8	29	18	4
chr20	25039831	25040147	0.078	2	5	3	7.44	7	40.44	3	7	3	4	12	6	6	13	8	3	15.76	8	8	4	5	8	8.3	5	10	7	6	2.8	9	8	12	10	2
chr8	41571392	41572054	0.083	4.2	4.88	7.08	18.36	6	9.68	3	5	4.52	6	14	12	7	7	14	8	2	10	11	10	16	16	9.7	8	10	7	12	3.7	13	14	19	16	6
chr3	57955521	57956044	0.14	5.36	29.8	5.96	19.8	17.56	3	4.72	10.84	2.08	9.44	15	19	15	18	33	38	6.48	18	24	20	100	14	12.4	18	23	28	14	3.7	28	51	23	18	4
chr16	14393249	14393763	0.165	5.48	9.72	4	13	12	3	5	8.68	5.6	2	16	22	12	15	26	16	160.48	12	15	29	33	23	11.2	18	13	104	18	6.4	27	36	47	17	4
chr1	2848199	2849347	0.048	28.4	3.52	6.52	6.92	2	3.6	3	3	2	7	5	7	3	5	4	3	4	8	17	4	4	5	4.1	4	4	5	3	7.6	6	7	10	9	2
chr3	141120513	141121950	0.214	5.08	20.2	39.76	16.72	94.16	14.6	2.4	29.64	8.2	7.28	12	21	14	18	15	11	9	16	8	18	15	22	9.7	13	15	13	14	4.6	45	30	22	15	3
chr21	32211709	32211928	0.053	1	3.32	1	2	1	2	3	2	4.52	6.48	16	11	17	9	18	23	144.92	13	16	5	81	16	8.3	16	15	145	12	3.7	16	12	44	11	2
chr15	65176288	65176488	0.041	1	6.52	3	19.24	12.56	9.48	4	9.52	4	4	5	4	6	4	9	16	4	10	10	11	13	9	4.1	4	9	8	6	1.8	15	16	5	13	2
chr1	996689	1000358	0.667	7.88	9	10.12	26.72	52.08	18.52	5	10.64	11	6	13	16	21	14	12	19	187.36	17	14	22	56	18	9.7	12	9	141	9	15.4	25	10	56	16	4
chr15	41060361	41060584	0.043	7.64	7.68	1	3	1.12	2	3.28	4	5.88	6.76	3	2	5	4	7	9	2.6	6	4	6	8	5	1.4	3	6	7	4	6.4	12	6	9	11	3
chr2	236819924	236820100	0.043	6.84	6.88	3.84	9.4	4.6	1	3	7	13.24	6.64	5	11	6	10	6	5	2	11	6	9	17	11	4.1	6	7	5	8	3.7	6	9	13	8	3
chr22	45902337	45902735	0.068	5	10.48	4	15.12	8.4	3	5.28	8.48	8.2	75	8	10	7	9	15	6	11	11	10	15	10	13	4.1	10	11	10	11	2.8	22	10	25	9	8
chr1	15799171	15799320	0.039	4.32	4	1	1	4	2	3	7.04	5.2	5.12	5	5	5	4	15	4	4	8	4	10	6	9	18	3	11	1	4	5.5	5	5	8	79	3
chr19	36345923	36348482	0.4	5.6	6.72	48.92	17.28	119.64	32.36	6.76	10.92	7.72	7.76	20	19	12	7	37	15	4.56	10	14	18	13	41	18	8	11	16	12	6.4	90	30	38	15	4
chr1	22170455	22171127	0.093	7.24	5.24	1.16	6	2	1.32	13.44	9.76	6.48	2	4	3	2	5	6	7	2.36	7	4	6	10	8	1.6	2	6	7	4	6	6	6	13	7	2
chr16	85298075	85298526	0.058	2	4	5	6.44	5.88	1	4.16	6.72	7.36	9.44	7	6	4	8	12	10	18	8	5	8	9	7	1.4	8	8	9	9	6.4	10	5	23	5	2
chr17	43867940	43868150	0.043	6	3	4.96	8.92	12.96	6.4	6	8	9.52	5	8	12	7	5	8	1	5.32	2	12	7	10	8	1.4	3	6	9	5	3.7	16	6	6	12	4
chr17	43168180	43168407	0.052	6.36	8.88	5.12	14	11.84	3	8.96	5.8	11.24	6.84	13	14	8	9	14	7	4	10	11	16	12	16	6.9	15	8	16	7	4.6	30	8	15	11	2
chr1	44231693	44233207	0.116	7.24	35.24	8.96	25.24	46.2	3.2	3.24	25.68	10.16	8.44	15	71	25	20	27	22	11.08	20	16	27	27	28	13.8	47	14	21	24	5.5	71	26	22	15	4
